, LIBBY DAM, LIBBY DAM, KOOTENAI R AT BONNERS FERRY, HUNGRY HORSE DAM, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK NR DRUMMOND, CLARK FORK NR DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, KERR DAM, CLARK FORK AT ST REGIS, NOXON RAPIDS DAM, NOXON RAPIDS DAM, ALBENI FALLS DAM, ALBENI FALLS DAM, COEUR D'ALENE LAKE, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, SPOKANE RIV AT LONGLAKE, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, SPOKANE RIV AT LONGLAKE, GRAND COULEE DAM, GRAND COULEE DAM, FEEDER CANAL AT GRANDCOULEE, GRAND COULEE DAM, GRAND COULEE DAM, CHIEF JOSEPH DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, WELLS DAM, no designation found, no designation found, ROCKY REACH DAM, ROCKY REACH DAM, WENATCHEE R AT PESHASTIN, no designation found, no designation found, PRIEST RAPIDS DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KEECHELUS LAKE, KACHESS DAM, KACHESS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, RIMROCK LAKE, NACHES RIVER NR CLIFFDEL, NACHES RIVER NR NACHES, YAKIMA RIVER AT UMTANUM, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, PALISADES DAM, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, RIRIE DAM, HENRYS FORK NEAR REXBURG, SNAKE RIVER NR HEISE, SNAKE AB EAGLE ROCK NR ID FALL, RIRIE DAM, SNAKE RIVER NR SHELLEY, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, AMERICAN FALLS RESERVOIR, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, OWYHEE DAM, LUCKY PEAK RESERVOIR, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, BULLY CREEK DAM & RESERVOIR, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, CASCADE DAM, DEADWOOD DAM, DEADWOOD DAM, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, BROWNLEE DAM, SNAKE R @HELLS CANYON DAM, SNAKE R @HELLS CANYON DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, DWORSHAK DAM, DWORSHAK DAM, CLEARWATER R AT OROFINO, CLEARWATER R AT SPALDING, SNAKE RIVER NR ANATONE, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LOWER GRANITE DAM, LITTLE GOOSE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, ICE HARBOR DAM, PRIEST RAPIDS DAM, YAKIMA RIVER AT KIONA, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, MCNARY DAM, UMATILLA R AT PENDLETON, MCKAY CR NR PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, THE DALLES, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM, BONNEVILLE DAM
2003-01-02,2442.0,5238.0,6547.0,349.0,2398.0,3481.0,159.0,226.0,401.0,168.0,405.0,1022.0,546.0,1568.0,2042.0,4009.0,6764.0,2042.0,10413.0,10413.0,12583.0,12583.0,885.0,2042.0,3221.0,3221.0,71900.0,226.0,3221.0,75948.0,75948.0,0.0,79731.0,79731.0,79844.0,79844.0,727.0,283.0,81049.0,81049.0,368.0,2200.0,83616.0,83616.0,531.0,84835.0,84835.0,85122.0,85122.0,52.0,170.0,40.0,30.0,170.0,30.0,221.0,106.0,230.0,504.0,25.0,750.0,37.0,110.0,236.0,109.0,30.0,236.0,17.0,750.0,17.0,1003.0,1455.0,291.0,90.0,392.0,1022.0,1022.0,338.0,1230.0,254.0,280.0,1192.0,1870.0,1050.0,1456.0,17.0,1.0,1230.0,1456.0,2139.0,1.0,2073.0,2073.0,1785.0,1882.0,4480.0,390.0,612.0,71.0,7844.0,263.0,20.0,235.0,221.0,82.0,1.0,59.0,4.0,25.0,2.0,1.0,4.0,2.0,179.0,343.0,200.0,47.0,46.0,200.0,46.0,873.0,7844.0,20.0,221.0,873.0,120.0,10826.0,10826.0,11391.0,11476.0,12040.0,12040.0,3376.0,704.0,16312.0,949.0,1500.0,1361.0,3073.0,16312.0,3073.0,19385.0,19385.0,19385.0,19385.0,19486.0,19486.0,19486.0,19486.0,85122.0,1455.0,19486.0,191.0,112147.0,112147.0,78.0,10.0,8.0,104.0,321.0,118023.0,118023.0,4543.0,116547.0,116547.0,116547.0,769.0,566.0,631.0,119176.0,119176.0
2003-01-03,2443.0,5238.0,6497.0,349.0,2401.0,3481.0,159.0,226.0,400.0,168.0,404.0,1019.0,545.0,1564.0,2036.0,4014.0,6769.0,2036.0,9705.0,9705.0,11625.0,11625.0,880.0,1946.0,3126.0,3126.0,70369.0,226.0,3126.0,74261.0,74261.0,0.0,79409.0,79409.0,79449.0,79449.0,722.0,283.0,80483.0,80483.0,367.0,2200.0,82764.0,82764.0,523.0,83330.0,83330.0,83345.0,83345.0,51.0,170.0,40.0,30.0,170.0,30.0,220.0,105.0,230.0,503.0,24.0,749.0,37.0,110.0,236.0,109.0,30.0,236.0,17.0,749.0,17.0,1000.0,1445.0,290.0,90.0,391.0,1020.0,1020.0,334.0,1228.0,254.0,280.0,1188.0,1864.0,1050.0,1455.0,17.0,1.0,1228.0,1455.0,2132.0,1.0,2064.0,2064.0,1772.0,1869.0,4466.0,390.0,612.0,71.0,7839.0,263.0,20.0,235.0,219.0,81.0,1.0,59.0,4.0,26.0,2.0,1.0,4.0,2.0,179.0,343.0,200.0,47.0,46.0,200.0,46.0,872.0,7839.0,20.0,219.0,872.0,120.0,10819.0,10819.0,11382.0,11468.0,12029.0,12029.0,3370.0,706.0,16298.0,944.0,1500.0,1348.0,3057.0,16298.0,3057.0,19355.0,19355.0,19355.0,19355.0,19456.0,19456.0,19456.0,19456.0,83345.0,1445.0,19456.0,188.0,105260.0,105260.0,77.0,10.0,8.0,103.0,320.0,110364.0,110364.0,4542.0,108722.0,108722.0,108722.0,762.0,499.0,635.0,111108.0,111108.0
2003-01-04,2443.0,5238.0,6495.0,348.0,2405.0,3482.0,159.0,225.0,399.0,167.0,403.0,1016.0,543.0,1560.0,2030.0,4019.0,6774.0,2030.0,9668.0,9668.0,11545.0,11545.0,876.0,1858.0,3040.0,3040.0,69435.0,225.0,3040.0,72987.0,72987.0,0.0,79086.0,79086.0,79126.0,79126.0,718.0,283.0,80156.0,80156.0,367.0,2200.0,82436.0,82436.0,515.0,82994.0,82994.0,83008.0,83008.0,49.0,170.0,39.0,30.0,170.0,30.0,220.0,105.0,230.0,503.0,24.0,748.0,37.0,110.0,235.0,108.0,30.0,235.0,17.0,748.0,17.0,998.0,1439.0,290.0,90.0,390.0,1018.0,1018.0,331.0,1225.0,254.0,280.0,1185.0,1859.0,1050.0,1455.0,17.0,1.0,1225.0,1455.0,2124.0,1.0,2055.0,2055.0,1759.0,1856.0,4453.0,390.0,612.0,71.0,7828.0,263.0,20.0,235.0,217.0,81.0,1.0,59.0,4.0,26.0,2.0,1.0,4.0,2.0,178.0,342.0,200.0,47.0,46.0,200.0,46.0,870.0,7828.0,20.0,217.0,870.0,120.0,10815.0,10815.0,11376.0,11462.0,12022.0,12022.0,3363.0,707.0,16284.0,939.0,1500.0,1335.0,3042.0,16284.0,3042.0,19326.0,19326.0,19326.0,19326.0,19426.0,19426.0,19426.0,19426.0,83008.0,1439.0,19426.0,186.0,104299.0,104299.0,76.0,10.0,8.0,102.0,320.0,108959.0,108959.0,4541.0,107078.0,107078.0,107078.0,755.0,471.0,637.0,109010.0,109010.0
2003-01-05,2443.0,5239.0,6492.0,347.0,2408.0,3482.0,158.0,225.0,398.0,167.0,401.0,1013.0,542.0,1556.0,2024.0,4024.0,6772.0,2024.0,9672.0,9672.0,11548.0,11548.0,871.0,1188.0,2911.0,2911.0,69239.0,225.0,2911.0,72519.0,72519.0,0.0,78763.0,78763.0,78804.0,78804.0,714.0,282.0,79829.0,79829.0,366.0,2200.0,82109.0,82109.0,508.0,82660.0,82660.0,82674.0,82674.0,48.0,170.0,38.0,30.0,170.0,30.0,220.0,104.0,230.0,502.0,24.0,746.0,37.0,110.0,235.0,108.0,30.0,235.0,18.0,746.0,18.0,996.0,1433.0,289.0,90.0,389.0,1016.0,1016.0,327.0,1223.0,253.0,280.0,1181.0,1854.0,1050.0,1454.0,17.0,1.0,1223.0,1454.0,2116.0,1.0,2046.0,2046.0,1745.0,1842.0,4439.0,390.0,612.0,71.0,7813.0,262.0,20.0,235.0,215.0,81.0,1.0,59.0,4.0,26.0,2.0,1.0,4.0,2.0,178.0,342.0,200.0,47.0,46.0,200.0,46.0,869.0,7813.0,20.0,215.0,869.0,119.0,10806.0,10806.0,11367.0,11452.0,12010.0,12010.0,3357.0,708.0,16270.0,934.0,1500.0,1323.0,3028.0,16270.0,3028.0,19298.0,19298.0,19298.0,19298.0,19398.0,19398.0,19398.0,19398.0,82674.0,1433.0,19398.0,187.0,103929.0,103929.0,75.0,10.0,8.0,101.0,320.0,108614.0,108614.0,4540.0,106676.0,106676.0,106676.0,749.0,482.0,627.0,108572.0,108572.0
2003-01-06,2443.0,5234.0,6490.0,346.0,2412.0,3482.0,158.0,224.0,398.0,166.0,400.0,1011.0,541.0,1552.0,2019.0,4029.0,6785.0,2019.0,9675.0,9675.0,11551.0,11551.0,867.0,173.0,1649.0,2175.0,69222.0,225.0,2175.0,71743.0,71743.0,0.0,78441.0,78441.0,78481.0,78481.0,710.0,282.0,79502.0,79502.0,365.0,2200.0,81782.0,81782.0,501.0,82325.0,82325.0,82339.0,82339.0,47.0,170.0,37.0,30.0,170.0,30.0,220.0,104.0,230.0,502.0,24.0,745.0,36.0,110.0,235.0,108.0,30.0,235.0,18.0,745.0,18.0,994.0,1428.0,289.0,90.0,387.0,1014.0,1014.0,323.0,1221.0,253.0,280.0,1178.0,1849.0,1050.0,1454.0,17.0,1.0,1221.0,1454.0,2109.0,1.0,2036.0,2036.0,1732.0,1829.0,4426.0,390.0,612.0,71.0,7797.0,262.0,20.0,235.0,214.0,81.0,1.0,59.0,4.0,26.0,2.0,1.0,4.0,2.0,178.0,342.0,200.0,47.0,46.0,200.0,46.0,868.0,7797.0,20.0,214.0,868.0,119.0,10791.0,10791.0,11352.0,11437.0,11993.0,11993.0,3350.0,709.0,16251.0,930.0,1500.0,1312.0,3015.0,16251.0,3015.0,19266.0,19266.0,19266.0,19266.0,19365.0,19365.0,19365.0,19365.0,82339.0,1428.0,19365.0,190.0,103560.0,103560.0,75.0,10.0,8.0,101.0,319.0,108279.0,108279.0,4540.0,106289.0,106289.0,106289.0,744.0,479.0,632.0,108179.0,108179.0
2003-01-07,2443.0,5136.0,6481.0,346.0,2416.0,3482.0,158.0,224.0,397.0,166.0,399.0,1008.0,540.0,1548.0,2013.0,4034.0,6790.0,2013.0,9682.0,9682.0,11557.0,11557.0,863.0,166.0,1323.0,2719.0,69220.0,225.0,2719.0,72283.0,72283.0,0.0,78118.0,78118.0,78159.0,78159.0,706.0,282.0,79175.0,79175.0,364.0,2200.0,81455.0,81455.0,494.0,81992.0,81992.0,82006.0,82006.0,46.0,170.0,37.0,30.0,170.0,30.0,220.0,103.0,230.0,502.0,24.0,744.0,36.0,110.0,234.0,108.0,30.0,234.0,18.0,744.0,18.0,992.0,1423.0,288.0,90.0,386.0,1012.0,1012.0,319.0,1219.0,253.0,280.0,1174.0,1845.0,1050.0,1453.0,17.0,1.0,1219.0,1453.0,2101.0,1.0,2027.0,2027.0,1719.0,1816.0,4413.0,390.0,612.0,71.0,7781.0,262.0,20.0,235.0,212.0,81.0,1.0,59.0,4.0,26.0,2.0,1.0,4.0,2.0,177.0,341.0,200.0,47.0,46.0,200.0,46.0,867.0,7781.0,20.0,212.0,867.0,119.0,10774.0,10774.0,11333.0,11418.0,11973.0,11973.0,3343.0,709.0,16227.0,925.0,1500.0,1302.0,3002.0,16227.0,3002.0,19229.0,19229.0,19229.0,19229.0,19327.0,19327.0,19327.0,19327.0,82006.0,1423.0,19327.0,192.0,103188.0,103188.0,75.0,10.0,8.0,100.0,319.0,107941.0,107941.0,4539.0,105899.0,105899.0,105899.0,741.0,483.0,625.0,107788.0,107788.0
2003-01-08,2442.0,5020.0,6362.0,345.0,2419.0,3482.0,157.0,224.0,396.0,165.0,397.0,1005.0,539.0,1544.0,2008.0,4039.0,6795.0,2008.0,9688.0,9688.0,11566.0,11566.0,859.0,162.0,1323.0,2708.0,69223.0,225.0,2708.0,72272.0,72272.0,0.0,77796.0,77796.0,77836.0,77836.0,702.0,281.0,78848.0,78848.0,364.0,2200.0,81128.0,81128.0,488.0,81658.0,81658.0,81672.0,81672.0,45.0,170.0,36.0,30.0,170.0,30.0,219.0,103.0,230.0,501.0,24.0,743.0,36.0,110.0,234.0,107.0,30.0,234.0,18.0,743.0,18.0,990.0,1423.0,288.0,90.0,385.0,1010.0,1010.0,316.0,1217.0,252.0,280.0,1171.0,1840.0,1050.0,1452.0,17.0,1.0,1217.0,1452.0,2094.0,1.0,2018.0,2018.0,1710.0,1804.0,4400.0,390.0,611.0,70.0,7770.0,262.0,20.0,235.0,210.0,80.0,1.0,59.0,4.0,26.0,2.0,1.0,4.0,2.0,177.0,341.0,200.0,46.0,46.0,200.0,46.0,866.0,7770.0,20.0,210.0,866.0,119.0,10757.0,10757.0,11314.0,11399.0,11952.0,11952.0,3337.0,710.0,16201.0,921.0,1500.0,1292.0,2990.0,16201.0,2990.0,19191.0,19191.0,19191.0,19191.0,19289.0,19289.0,19289.0,19289.0,81672.0,1423.0,19289.0,191.0,102813.0,102813.0,75.0,10.0,8.0,99.0,318.0,107599.0,107599.0,4538.0,105505.0,105505.0,105505.0,741.0,520.0,647.0,107402.0,107402.0
2003-01-09,2442.0,5020.0,6265.0,344.0,2423.0,3483.0,157.0,223.0,395.0,165.0,396.0,1002.0,538.0,1540.0,2002.0,4045.0,6800.0,2002.0,9694.0,9694.0,11574.0,11574.0,855.0,158.0,1325.0,2697.0,69228.0,224.0,2697.0,72265.0,72265.0,0.0,77473.0,77473.0,77513.0,77513.0,699.0,281.0,78522.0,78522.0,363.0,2200.0,80802.0,80802.0,481.0,81325.0,81325.0,81339.0,81339.0,44.0,170.0,36.0,30.0,170.0,30.0,219.0,102.0,230.0,501.0,23.0,742.0,36.0,110.0,233.0,107.0,30.0,233.0,19.0,742.0,19.0,988.0,1424.0,287.0,90.0,384.0,1008.0,1008.0,312.0,1215.0,252.0,280.0,1167.0,1835.0,1050.0,1452.0,17.0,1.0,1215.0,1452.0,2086.0,1.0,2009.0,2009.0,1701.0,1795.0,4390.0,390.0,611.0,70.0,7767.0,261.0,20.0,235.0,209.0,80.0,1.0,59.0,4.0,26.0,2.0,1.0,4.0,2.0,177.0,341.0,200.0,46.0,46.0,200.0,46.0,865.0,7767.0,20.0,209.0,865.0,118.0,10741.0,10741.0,11296.0,11381.0,11932.0,11932.0,3330.0,710.0,16175.0,916.0,1500.0,1283.0,2979.0,16175.0,2979.0,19153.0,19153.0,19153.0,19153.0,19251.0,19251.0,19251.0,19251.0,81339.0,1424.0,19251.0,192.0,102442.0,102442.0,75.0,10.0,8.0,99.0,318.0,107261.0,107261.0,4537.0,105114.0,105114.0,105114.0,744.0,571.0,659.0,107086.0,107086.0
2003-01-10,2442.0,5019.0,6260.0,343.0,2427.0,3483.0,157.0,223.0,394.0,164.0,395.0,1000.0,537.0,1536.0,1997.0,4050.0,6805.0,1997.0,9700.0,9700.0,11583.0,11583.0,851.0,154.0,1327.0,2690.0,69232.0,224.0,2690.0,72263.0,72263.0,0.0,77151.0,77151.0,77191.0,77191.0,695.0,281.0,78195.0,78195.0,362.0,2200.0,80475.0,80475.0,475.0,80992.0,80992.0,81006.0,81006.0,43.0,170.0,35.0,30.0,170.0,30.0,219.0,102.0,230.0,501.0,23.0,741.0,36.0,110.0,233.0,107.0,30.0,233.0,19.0,741.0,19.0,986.0,1419.0,287.0,90.0,383.0,1007.0,1007.0,308.0,1213.0,252.0,280.0,1164.0,1830.0,1050.0,1451.0,17.0,1.0,1213.0,1451.0,2079.0,1.0,2000.0,2000.0,1692.0,1786.0,4381.0,390.0,611.0,70.0,7763.0,261.0,20.0,235.0,207.0,80.0,1.0,59.0,4.0,26.0,2.0,1.0,4.0,2.0,177.0,340.0,200.0,46.0,46.0,200.0,46.0,864.0,7763.0,20.0,207.0,864.0,118.0,10732.0,10732.0,11283.0,11368.0,11917.0,11917.0,3324.0,711.0,16151.0,912.0,1500.0,1275.0,2968.0,16151.0,2968.0,19120.0,19120.0,19120.0,19120.0,19217.0,19217.0,19217.0,19217.0,81006.0,1419.0,19217.0,193.0,102073.0,102073.0,76.0,10.0,8.0,100.0,318.0,106926.0,106926.0,4537.0,104727.0,104727.0,104727.0,747.0,599.0,667.0,106747.0,106747.0
2003-01-11,2442.0,5017.0,6258.0,342.0,2430.0,3483.0,157.0,222.0,393.0,164.0,393.0,997.0,535.0,1532.0,1991.0,4055.0,6810.0,1991.0,9705.0,9705.0,11591.0,11591.0,848.0,151.0,1330.0,2680.0,69237.0,224.0,2680.0,72257.0,72257.0,0.0,76828.0,76828.0,76868.0,76868.0,691.0,281.0,77868.0,77868.0,361.0,2200.0,80148.0,80148.0,470.0,80660.0,80660.0,80674.0,80674.0,42.0,170.0,35.0,30.0,170.0,30.0,219.0,102.0,230.0,500.0,23.0,740.0,36.0,110.0,232.0,107.0,30.0,232.0,19.0,740.0,19.0,984.0,1413.0,286.0,90.0,382.0,1005.0,1005.0,305.0,1211.0,251.0,280.0,1161.0,1825.0,1050.0,1451.0,17.0,1.0,1211.0,1451.0,2071.0,1.0,1991.0,1991.0,1683.0,1777.0,4372.0,390.0,611.0,70.0,7761.0,261.0,20.0,235.0,205.0,80.0,1.0,59.0,4.0,26.0,2.0,1.0,4.0,2.0,177.0,340.0,200.0,46.0,46.0,200.0,46.0,863.0,7761.0,20.0,205.0,863.0,118.0,10728.0,10728.0,11276.0,11362.0,11909.0,11909.0,3317.0,711.0,16134.0,908.0,1500.0,1268.0,2959.0,16134.0,2959.0,19094.0,19094.0,19094.0,19094.0,19190.0,19190.0,19190.0,19190.0,80674.0,1413.0,19190.0,193.0,101703.0,101703.0,75.0,10.0,8.0,100.0,317.0,106591.0,106591.0,4536.0,104340.0,104340.0,104340.0,748.0,586.0,690.0,106390.0,106390.0
2003-01-12,2441.0,5017.0,6264.0,342.0,2434.0,3483.0,156.0,222.0,393.0,163.0,392.0,994.0,534.0,1528.0,1986.0,4060.0,6815.0,1986.0,9711.0,9711.0,11599.0,11599.0,845.0,147.0,1333.0,2679.0,69242.0,224.0,2679.0,72261.0,72261.0,0.0,76505.0,76505.0,76546.0,76546.0,688.0,280.0,77542.0,77542.0,360.0,2200.0,79822.0,79822.0,464.0,80327.0,80327.0,80341.0,80341.0,42.0,170.0,34.0,30.0,170.0,30.0,219.0,101.0,230.0,500.0,23.0,739.0,35.0,110.0,232.0,107.0,30.0,232.0,20.0,739.0,20.0,983.0,1408.0,286.0,90.0,381.0,1003.0,1003.0,301.0,1209.0,251.0,280.0,1157.0,1820.0,1050.0,1450.0,17.0,1.0,1209.0,1450.0,2064.0,1.0,1982.0,1982.0,1674.0,1768.0,4363.0,390.0,611.0,70.0,7762.0,260.0,20.0,235.0,203.0,80.0,1.0,58.0,4.0,26.0,2.0,1.0,4.0,2.0,177.0,340.0,200.0,46.0,46.0,200.0,46.0,862.0,7762.0,20.0,203.0,862.0,118.0,10723.0,10723.0,11270.0,11355.0,11901.0,11901.0,3311.0,711.0,16121.0,905.0,1500.0,1261.0,2951.0,16121.0,2951.0,19072.0,19072.0,19072.0,19072.0,19168.0,19168.0,19168.0,19168.0,80341.0,1408.0,19168.0,194.0,101343.0,101343.0,75.0,10.0,8.0,99.0,317.0,106263.0,106263.0,4535.0,103960.0,103960.0,103960.0,750.0,627.0,693.0,106026.0,106026.0
2003-01-13,2441.0,5018.0,6279.0,341.0,2438.0,3484.0,156.0,221.0,392.0,163.0,391.0,991.0,533.0,1525.0,1981.0,4065.0,6820.0,1981.0,9717.0,9717.0,11608.0,11608.0,841.0,144.0,1336.0,2676.0,69247.0,223.0,2676.0,72262.0,72262.0,0.0,76183.0,76183.0,76223.0,76223.0,684.0,280.0,77215.0,77215.0,360.0,2200.0,79495.0,79495.0,458.0,79995.0,79995.0,80009.0,80009.0,41.0,170.0,34.0,30.0,170.0,30.0,219.0,101.0,230.0,500.0,23.0,738.0,35.0,110.0,232.0,106.0,30.0,232.0,20.0,738.0,20.0,981.0,1401.0,285.0,90.0,380.0,1001.0,1001.0,297.0,1208.0,251.0,280.0,1154.0,1816.0,1050.0,1449.0,17.0,1.0,1208.0,1449.0,2057.0,1.0,1972.0,1972.0,1665.0,1759.0,4354.0,390.0,611.0,70.0,7753.0,260.0,20.0,235.0,202.0,80.0,1.0,58.0,4.0,26.0,2.0,1.0,4.0,2.0,176.0,339.0,200.0,46.0,46.0,200.0,46.0,860.0,7753.0,20.0,202.0,860.0,118.0,10721.0,10721.0,11265.0,11350.0,11895.0,11895.0,3304.0,712.0,16108.0,923.0,1500.0,1257.0,2945.0,16108.0,2945.0,19052.0,19052.0,19052.0,19052.0,19148.0,19148.0,19148.0,19148.0,80009.0,1401.0,19148.0,199.0,100988.0,100988.0,77.0,10.0,8.0,98.0,317.0,105939.0,105939.0,4534.0,103584.0,103584.0,103584.0,755.0,697.0,695.0,105708.0,105708.0
2003-01-14,2440.0,5018.0,6291.0,340.0,2441.0,3484.0,156.0,221.0,391.0,163.0,390.0,989.0,532.0,1521.0,1975.0,4071.0,6826.0,1975.0,9719.0,9719.0,11613.0,11613.0,839.0,141.0,1340.0,2678.0,69252.0,223.0,2678.0,72268.0,72268.0,0.0,75860.0,75860.0,75901.0,75901.0,681.0,280.0,76889.0,76889.0,359.0,2200.0,79168.0,79168.0,453.0,79663.0,79663.0,79677.0,79677.0,41.0,170.0,34.0,30.0,170.0,30.0,218.0,100.0,230.0,500.0,23.0,737.0,35.0,44.0,182.0,106.0,30.0,182.0,7.0,737.0,7.0,961.0,1401.0,285.0,90.0,379.0,999.0,999.0,294.0,1206.0,250.0,280.0,1151.0,1811.0,1050.0,1449.0,17.0,1.0,1206.0,1449.0,2049.0,1.0,1963.0,1963.0,1656.0,1750.0,4344.0,390.0,611.0,70.0,7748.0,260.0,20.0,235.0,200.0,79.0,1.0,58.0,4.0,26.0,2.0,1.0,4.0,2.0,176.0,339.0,200.0,46.0,46.0,200.0,46.0,859.0,7748.0,20.0,200.0,859.0,117.0,10717.0,10717.0,11261.0,11346.0,11888.0,11888.0,3298.0,715.0,16098.0,945.0,1500.0,1254.0,2940.0,16098.0,2940.0,19038.0,19038.0,19038.0,19038.0,19133.0,19133.0,19133.0,19133.0,79677.0,1401.0,19133.0,206.0,100642.0,100642.0,79.0,10.0,8.0,97.0,316.0,105624.0,105624.0,4534.0,103216.0,103216.0,103216.0,778.0,824.0,793.0,105467.0,105467.0
2003-01-15,2440.0,5017.0,6297.0,339.0,2445.0,3484.0,155.0,220.0,390.0,162.0,388.0,986.0,531.0,1517.0,1970.0,4076.0,6831.0,1970.0,9717.0,9717.0,11614.0,11614.0,840.0,142.0,1344.0,2674.0,69254.0,223.0,2674.0,72267.0,72267.0,0.0,75538.0,75538.0,75578.0,75578.0,677.0,279.0,76562.0,76562.0,358.0,2200.0,78842.0,78842.0,448.0,79332.0,79332.0,79346.0,79346.0,40.0,170.0,42.0,30.0,170.0,30.0,218.0,100.0,230.0,499.0,23.0,736.0,35.0,35.0,156.0,106.0,30.0,156.0,0.0,736.0,0.0,917.0,1395.0,284.0,90.0,378.0,996.0,996.0,290.0,1204.0,250.0,280.0,1147.0,1806.0,1050.0,1448.0,17.0,1.0,1204.0,1448.0,2042.0,1.0,1954.0,1954.0,1646.0,1741.0,4335.0,390.0,611.0,69.0,7758.0,260.0,20.0,235.0,198.0,79.0,1.0,58.0,4.0,26.0,2.0,1.0,4.0,2.0,176.0,339.0,200.0,46.0,46.0,200.0,46.0,858.0,7758.0,20.0,198.0,858.0,117.0,10708.0,10708.0,11251.0,11338.0,11878.0,11878.0,3291.0,729.0,16093.0,1010.0,1500.0,1252.0,2937.0,16093.0,2937.0,19030.0,19030.0,19030.0,19030.0,19124.0,19124.0,19124.0,19124.0,79346.0,1395.0,19124.0,221.0,100313.0,100313.0,83.0,10.0,8.0,99.0,316.0,105327.0,105327.0,4533.0,102867.0,102867.0,102867.0,921.0,980.0,863.0,105408.0,105408.0
